genus_correct,species_epithet,taxon_authorship,latitude,longitude,section,reference,genus,comment,state,sample,lithostratigraphy,biostratigraphy,age,cm_from_kpg_lower,cm_from_kpg_upper,frequency,genus_temp_comment,section_comment,palaeolat,genus_syn,species_syn,pre,boundary,post,lat_bin,age_bin
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.384444,-103.951667,Pretty Butte North,Nichols and Johnson 2002,Leptopecopites,,North Dakota,"D8025-I, -J",Fort Union Fm.,,Cretaceous,-188.5,-178.5,x,,,52.5472,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Leptopecopites,,North Dakota,[7],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-5,0,common,,,52.5841,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Leptopecopites,,North Dakota,[8],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-15,-5,common,,,52.5841,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D6958-C,Fort Union Fm.,,Cretaceous,-36,-26,x,,only angiosperms,52.5841,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.349167,-103.896667,River Section,Nichols and Johnson 2002,Leptopecopites,,North Dakota,"D7138-A, -B, -C",Hell Creek Fm.,,Cretaceous,-2619.5,-2600.5,x,,only angiosperms,52.4999,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.349167,-103.896667,River Section,Nichols and Johnson 2002,Leptopecopites,,North Dakota,"D7138-E, -F",Hell Creek Fm. / Fort Union Fm.,,Cretaceous,-264.5,-254.5,x,,only angiosperms,52.4999,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,,51.913611,-112.946667,Scollard,Srivastava 1994,Leptopecopites,,Alberta,B,Scollard Fm.,,Cretaceous,-1358,-1358,rare (1-2),,,60.0344,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,,51.913611,-112.946667,Scollard,Srivastava 1994,Leptopecopites,,Alberta,C,Scollard Fm.,,Cretaceous,-1768,-1768,abundant (10+),,,60.0344,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.45,-104.024167,Scorpion Stung Kristian,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9093-A,Hell Creek Fm.,,Cretaceous,-308,-298,x,,,52.6277,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.45,-104.024167,Scorpion Stung Kristian,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9093-D,Fort Union Fm.,,Cretaceous,-110,-105,x,,,52.6277,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols 2002,Leptopecopites,,North Dakota,D7017-C,Hell Creek Fm.,,Cretaceous,-3550,-3550,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D7017-C,Hell Creek Fm.,,Cretaceous,-3523,-3523,x,,only angiosperms,52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols 2002,Leptopecopites,,North Dakota,D7018-D,Hell Creek Fm.,,Cretaceous,-200,-300,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D7018-D,Hell Creek Fm.,,Cretaceous,-250,-306,x,,only angiosperms,52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9002-B,Hell Creek Fm.,,Cretaceous,-570,-570,x,,only angiosperms,52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols 2002,Leptopecopites,,North Dakota,D9003-A,Hell Creek Fm.,,Cretaceous,-8900,-8900,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9003-A,Hell Creek Fm.,,Cretaceous,-8943,-8943,x,,only angiosperms,52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols 2002,Leptopecopites,,North Dakota,D9137-B,Fort Union Fm.,,Cretaceous,-100,-100,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9137-B,Fort Union Fm.,,Cretaceous,-103,-103,x,,only angiosperms,52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.149722,-103.810278,Sunset Patch,Nichols 2002,Leptopecopites,,North Dakota,D9002-B,Hell Creek Fm.,,Cretaceous,-550,-550,x,,coordinates from Sunset Butte,52.2935,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9090-D,Fort Union Fm.,,Cretaceous,-217.5,-212.5,x,,only angiosperms,52.6388,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9090-H,Fort Union Fm.,,Cretaceous,-148.5,-146.5,x,,only angiosperms,52.6388,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9090-J,Fort Union Fm.,,Cretaceous,-131.5,-126.5,x,,only angiosperms,52.6388,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9090-K,Fort Union Fm.,,Cretaceous,-118.5,-113.5,x,,only angiosperms,52.6388,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.0925,-103.761667,Torosaurus,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9160-B,Hell Creek Fm.,,Cretaceous,-26,-21,x,,,52.2271,Leptopecopites,pocockii,FALSE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.0925,-103.761667,Torosaurus,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9160-D,Hell Creek Fm.,,Cretaceous,-16,-11,x,,,52.2271,Leptopecopites,pocockii,FALSE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava 1967) Srivastava 1978,46.458611,-103.989444,Vertical Doug,Nichols and Johnson 2002,Leptopecopites,,North Dakota,D9132-E,Fort Union Fm.,,Cretaceous,-158.5,-153.5,x,,only angiosperms,52.6262,Leptopecopites,pocockii,TRUE,FALSE,FALSE,1,1
Leptopecopites,pocockii,(Srivastava) Srivastava 1978,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Leptopecopites,,Saskatchewan,120.45–120.6,Ravenscrag Fm.,"W. spinata Zone, M./A. Subzone",Late Maastrichtian,-20,-5,x,,,55.6528,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,(Srivastava) Srivastava 1978,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Leptopecopites,,Saskatchewan,124.05,Frenchman Fm.,"W. spinata Zone, M./A. Subzone",Late Maastrichtian,-365,-365,x,,,55.6528,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,(Srivastava) Srivastava 1978,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Leptopecopites,,Saskatchewan,125.5,Frenchman Fm.,"W. spinata Zone, M./A. Subzone",Late Maastrichtian,-510,-510,x,,,55.6528,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,(Srivastava) Srivastava 1978,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Leptopecopites,,Saskatchewan,127.35,Frenchman Fm.,"W. spinata Zone, M./A. Subzone",Late Maastrichtian,-695,-695,x,,,55.6528,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,(Srivastava) Srivastava 1978,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Leptopecopites,,Saskatchewan,130.75,Frenchman Fm.,"W. spinata Zone, M./A. Subzone",Late Maastrichtian,-1035,-1035,x,,,55.6528,Leptopecopites,pocockii,TRUE,FALSE,FALSE,2,1
Leptopecopites,pocockii,,46.344806,-103.875917,#156,Bercovici et al. 2009,Leptopecopites,,North Dakota,156FU7 presence,Fort Union Fm.,,Tertiary,85,85,x,,coordinates approximated,52.4904,Leptopecopites,pocockii,FALSE,FALSE,TRUE,1,3
Leptopecopites,pocockii,,46.344806,-103.875917,#156,Bercovici et al. 2009,Leptopecopites,,North Dakota,156FU8 presence,Fort Union Fm.,,Tertiary,94,94,x,,coordinates approximated,52.4904,Leptopecopites,pocockii,FALSE,FALSE,TRUE,1,3
Leptopecopites,pocockii,,46.434806,-103.926111,John’s Nose #175,Bercovici et al. 2012,Leptopecolpites,,North Dakota,175FU3,Fort Union Fm.,,Paleogene,3,3,x,,,52.5867,Leptopecopites,pocockii,FALSE,FALSE,TRUE,1,3
Leptopecopites,pocockii,,51.913611,-112.946667,Scollard,Srivastava 1994,Leptopecopites,,Alberta,6,Scollard Fm.,,Tertiary,95,95,abundant (10+),,,60.0344,Leptopecopites,pocockii,FALSE,FALSE,TRUE,2,3
Libopollis,jarzenii,,46.344806,-103.875917,#156,Bercovici et al. 2009,Libopollis,,North Dakota,156FU1 presence,Fort Union Fm.,,Cretaceous,-23,-23,x,,coordinates approximated,52.4904,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.321556,-103.853611,#166,Bercovici et al. 2009,Libopollis,,North Dakota,166FU1,Fort Union Fm.,,Cretaceous,-30,-30,5,,coordinates approximated,52.4633,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.321556,-103.853611,#168,Bercovici et al. 2009,Libopollis,,North Dakota,168FU5,Fort Union Fm.,,Cretaceous,-7,-7,1,,coordinates approximated,52.4633,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.344806,-103.875917,#170,Bercovici et al. 2009,Libopollis,,North Dakota,170HC1,Hell Creek Fm.,,Cretaceous,-61,-61,2,,coordinates approximated,52.4904,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.344806,-103.875917,#170,Bercovici et al. 2009,Libopollis,,North Dakota,170HC1 presence,Hell Creek Fm.,,Cretaceous,-61,-61,x,,coordinates approximated,52.4904,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.344806,-103.875917,#170,Bercovici et al. 2009,Libopollis,,North Dakota,170HC2 presence,Hell Creek Fm.,,Cretaceous,-77,-77,x,,coordinates approximated,52.4904,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.344806,-103.875917,#170,Bercovici et al. 2009,Libopollis,,North Dakota,170HC6,Hell Creek Fm.,,Cretaceous,-495,-495,1,,coordinates approximated,52.4904,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.344806,-103.875917,#170,Bercovici et al. 2009,Libopollis,,North Dakota,170HC6 presence,Hell Creek Fm.,,Cretaceous,-495,-495,x,,coordinates approximated,52.4904,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.025833,-103.875,#171,Bercovici et al. 2009,Libopollis,,North Dakota,171HC9,Hell Creek Fm.,,Cretaceous,-406,-406,1,,coordinates from Mud Buttes,52.198,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,"D8226-F, -G",Fort Union Fm.,,Cretaceous,-81,-71,x,,,52.5571,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,"D8226-J, -K",Fort Union Fm.,,Cretaceous,-61,-51,x,,,52.5571,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,"D8226-L, -M",Fort Union Fm.,,Cretaceous,-51,-41,x,,,52.5571,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,"D8226-N, -O",Fort Union Fm.,,Cretaceous,-41,-34,x,,,52.5571,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,D8226-P,Fort Union Fm.,,Cretaceous,-34,-29,x,,,52.5571,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,D8226-R,Fort Union Fm.,,Cretaceous,-24,-19,x,,,52.5571,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D6956-E,Fort Union Fm.,,Cretaceous,-70,-65,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D6956-F,Fort Union Fm.,,Cretaceous,-60,-55,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D6956-G,Fort Union Fm.,,Cretaceous,-45,-40,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-A,Hell Creek Fm.,,Cretaceous,-80,-78,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-E,Fort Union Fm.,,Cretaceous,-30,-27,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-F,Fort Union Fm.,,Cretaceous,-27,-24,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-H,Fort Union Fm.,,Cretaceous,-20,-17,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-J,Fort Union Fm.,,Cretaceous,-13,-10,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-L,Fort Union Fm.,,Cretaceous,-7,-5,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7103-M,Fort Union Fm.,,Cretaceous,-3,0,x,,only angiosperms,52.4455,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460278,-104.002222,Cannonball Creek,Nichols and Johnson 2002,Libopollis,,North Dakota,D7832-C,Fort Union Fm.,,Cretaceous,-24.5,-24.5,x,,only angiosperms,52.6307,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460278,-104.002222,Cannonball Creek,Nichols and Johnson 2002,Libopollis,,North Dakota,D7832-D,Fort Union Fm.,,Cretaceous,-170.5,-165.5,x,,only angiosperms,52.6307,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Libopollis,,North Dakota,D9009-D,Fort Union Fm.,,Cretaceous,-214,-212,x,,only angiosperms,52.6327,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Libopollis,,North Dakota,D9009-F,Fort Union Fm.,,Cretaceous,-199,-197,x,,only angiosperms,52.6327,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Libopollis,,North Dakota,D9089-B,Fort Union Fm.,,Cretaceous,-44,-38,x,,only angiosperms,52.6327,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Libopollis,,North Dakota,D9092-B,Fort Union Fm.,,Cretaceous,-194,-193,x,,only angiosperms,52.6327,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Libopollis,,North Dakota,D9092-C,Fort Union Fm.,,Cretaceous,-191,-190,x,,only angiosperms,52.6327,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Libopollis,,North Dakota,D9092-D,Fort Union Fm.,,Cretaceous,-34,-28,x,,only angiosperms,52.6327,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.434806,-103.926111,John’s Nose #175,Bercovici et al. 2012,Libopollis,,North Dakota,175FU2,Fort Union Fm.,,Cretaceous,-8,-8,x,,,52.5867,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.434806,-103.926111,John’s Nose #175,Bercovici et al. 2012,Libopollis,,North Dakota,175HC1,Hell Creek Fm.,,Cretaceous,-60,-60,x,,,52.5867,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.469444,-103.995278,Mikey’s Delite,Nichols and Johnson 2002,Libopollis,,North Dakota,D7798-A,Fort Union Fm.,,Cretaceous,-248.5,-235.5,x,,only angiosperms,52.637,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.469444,-103.995278,Mikey’s Delite,Nichols and Johnson 2002,Libopollis,,North Dakota,D9166-I,Fort Union Fm.,,Cretaceous,-30.5,-25.5,x,,only angiosperms,52.637,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.025833,-103.875,Mud Buttes,Nichols and Johnson 2002,Libopollis,,North Dakota,D7672-B,Hell Creek Fm.,,Cretaceous,-249,-249,x,,only angiosperms,52.198,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.025833,-103.875,Mud Buttes,Nichols and Johnson 2002,Libopollis,,North Dakota,D7672-C,Hell Creek Fm.,,Cretaceous,-42,-42,x,,only angiosperms,52.198,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.459444,-103.982778,New Facet Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,D9163-A,Fort Union Fm.,,Cretaceous,-30,-26,x,,,52.6245,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.459444,-103.982778,New Facet Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,D9163-B,Fort Union Fm.,,Cretaceous,-21,-18,x,,,52.6245,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.459444,-103.982778,New Facet Boundary,Nichols and Johnson 2002,Libopollis,,North Dakota,D9163-C,Fort Union Fm.,,Cretaceous,-12,-8,x,,,52.6245,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D9094-A,Hell Creek Fm.,,Cretaceous,-2410,-2410,x,,only angiosperms,52.5416,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D9094-D,Hell Creek Fm.,,Cretaceous,-120,-120,x,,only angiosperms,52.5416,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.384444,-103.951667,Pretty Butte North,Nichols and Johnson 2002,Libopollis,,North Dakota,"D8025-G, -H",Fort Union Fm.,,Cretaceous,-198.5,-188.5,x,,,52.5472,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Libopollis,,North Dakota,[10],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-35,-25,common,,,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Libopollis,,North Dakota,[11],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-85,-75,common,,,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Libopollis,,North Dakota,[12],Hell Creek Fm.,,Upper Cretaceous,-105,-95,common,,,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Libopollis,,North Dakota,[7],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-5,0,common,,,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Libopollis,,North Dakota,[8],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-15,-5,common,,,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,,46.4175,-103.975833,Pyramid Butte,Johnson et al. 1989,Libopollis,,North Dakota,[9],"Fort Union Fm., Ludlow Mb.",,Upper Cretaceous,-25,-15,common,,,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D6958-D,Fort Union Fm.,,Cretaceous,-26,-16,x,,only angiosperms,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D6958-E,Fort Union Fm.,,Cretaceous,-16,-6,x,,only angiosperms,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D6958-F,Fort Union Fm.,,Cretaceous,-6,-96,x,,only angiosperms,52.5841,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.149722,-103.810278,Sunset Butte,Nichols 2002,Libopollis,,North Dakota,D7018-B,Hell Creek Fm.,,Cretaceous,-1700,-1700,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D7018-B,Hell Creek Fm.,,Cretaceous,-1752,-1752,x,,only angiosperms,52.2935,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
Libopollis,jarzenii,Farabee et al. 1984,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Libopollis,,North Dakota,D9004-A,Hell Creek Fm.,,Cretaceous,-720,-720,x,,only angiosperms,52.2935,Libopollis,jarzenii,TRUE,FALSE,FALSE,1,1
